audio_path,references,speaker,predictions,test_data
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0197.wav,at,F04,at,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0213.wav,the job provides many benefits,M02,good lan o voman ben,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0393.wav,meat,M03,meat,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0201.wav,pit,M02,perk,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0146.wav,at,F04,at,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0295.wav,there is a treehouse up above,M04,he is on doonabove,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0010.wav,air,M03,air,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0101.wav,horn,M04,one,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0113.wav,meat,M05,mid,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0388.wav,ticker,M05,tic,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0254.wav,mere,M04,mir,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0285.wav,i expect we'll bounce back this week,M04,i been bone i i bet what way will we will ben ban and he did we,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0006.wav,train,M05,ten,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0204.wav,urgent,M02,gen,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0275.wav,did dad do academic bidding,M05,they did do i can then make bidding,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0242.wav,much,M03,munch,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0015.wav,rain,M02,were you,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0418.wav,left,M03,laughed,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0094.wav,darn,F04,darn,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0287.wav,white-capped waves covered the entire bay,M05,white cat lives cavies that in tagibe,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0192.wav,top,M02,come,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0040.wav,yes,M05,yes,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0179.wav,this is a period of transition for me,M05,this as a being of transition for me,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0195.wav,lip,M03,lip,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0117.wav,bloat,F04,wot,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0076.wav,air,M04,eh,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0291.wav,nothing has been done yet to take advantage of the enabling legislation,M04,nothing and had been done and to do to think of and then i am done tant with the bon,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0145.wav,three,M04,threes,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0238.wav,hand,M02,an,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0028.wav,but he always answers banana oil,F01,but he'll always an come but now oil,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0044.wav,store,M05,still woo,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0111.wav,wish,M05,whish,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0020.wav,no,M05,no wo,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0079.wav,beat,M05,bea,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0058.wav,torn,M05,lo teig,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0036.wav,i can read,M02,i can lead,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0224.wav,sheet,F04,sh a sheet,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0203.wav,five,M05,five,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0082.wav,sell,F04,sell,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0191.wav,night after night they received annoying phone calls,M02,nadar lena the miti and now i am wong con,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0167.wav,white,M03,wite,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0187.wav,wish,M02,wolf,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0061.wav,beat,M02,ben,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0200.wav,there is a treehouse up above,M02,there is the tree has ample group,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0141.wav,pit,M02,port,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0035.wav,much,M05,mat,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0029.wav,one,M02,un,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0154.wav,galore,M03,calor,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0103.wav,witch,M05,wick,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0079.wav,beat,M05,beat,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0256.wav,this is a period of transition for me,M03,this is a period of transition for me,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0219.wav,leak,M02,he like,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0019.wav,sheet,M04,ut,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0304.wav,down,M05,down a,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0223.wav,rocks,M04,tha,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0182.wav,he will allow a rare lie,M04,he wore a long a man ritolie a very red like,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0123.wav,play,M05,pila,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0194.wav,it was a good win for us,M02,you bought her cordouan para,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0182.wav,he will allow a rare lie,M04,he was a long a man ritolie a very red like,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0237.wav,thigh,M02,chil,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0115.wav,three,M05,lu is,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0138.wav,fill,M02,fra,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0187.wav,lima,M05,dime,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0020.wav,boot,F04,blot,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0167.wav,pad,M02,tim,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0078.wav,november,F04,november,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0223.wav,he really crucified him he nailed it for a yard loss,F04,he really crucified him he nailed it for a yard was,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0338.wav,alfalfa is healthy for you,M03,a pelpa is healthy for you,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0038.wav,feet,M02,field,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0075.wav,beat,M03,beat,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0224.wav,rocks,M04,tak,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0036.wav,we have often urged him to walk more and smoke less,F01,we have off good combe was more slowly and smoke less,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0241.wav,said,M02,sad,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0206.wav,i scrubbed the floors thoroughly,M04,i scrub explorin thrillingly,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0289.wav,leak,M03,leak,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0089.wav,sticks,F01,skee,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0204.wav,the job provides many benefits,M05,the job purlite many benefit,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0099.wav,fat,M02,o,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0080.wav,air,M02,eh,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0239.wav,witch,M02,were,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0031.wav,delta,F04,data,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0282.wav,those musicians harmonize marvelously,M05,as those medicines hominis mover tis le,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0165.wav,at,M02,at,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0233.wav,and,M05,any,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0189.wav,blow,M02,go long,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0096.wav,i expect we'll bounce back this week,F04,i expect will bounce back this week,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0139.wav,write,M02,lite,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0224.wav,peer,M03,puer,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0123.wav,down,F01,go,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0164.wav,slay,M04,flat,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0280.wav,in,M05,n,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0097.wav,air,M04,an,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0154.wav,shy,M05,essai,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0036.wav,i can read,M02,i can read,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0238.wav,ham,F04,hem,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0056.wav,the quick brown fox jumps over the lazy dog,M05,that quick brain fox gem over the baby dog,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0108.wav,yes,M05,yes,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0365.wav,it's fun to roast marshmallows on a gas burner,M05,it's fun to roast moise melos on i gasped burne,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0036.wav,we have often urged him to walk more and smoke less,F01,we are off good combe was more slowly and smokeless,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0260.wav,sleep,M04,sleep,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0214.wav,delta,M02,darrel ta,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0272.wav,yes,M04,i,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0292.wav,the wait for work can be very long,M05,thou wait for week can be weary long,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0030.wav,feed,M03,feed n,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0158.wav,write,M03,rit,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0162.wav,fat,M05,fact,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0257.wav,it was a good win for us,M03,it was a good wind for us,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0013.wav,all the big baseball players get traded,F04,all the big baseball players get trated,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0032.wav,she is thinner than i am,F04,she is thinner than i am,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0007.wav,grandfather likes to be modern in his language,M04,god grant posin like to be my modeling in an his leg en,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0144.wav,top,M05,no,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0021.wav,boot,F04,bote,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0084.wav,down,M02,dawn,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0103.wav,torn,M04,dan,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0259.wav,pitting,M03,pity,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0184.wav,leak,F04,leak,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0178.wav,witch,M05,whit,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0199.wav,mother sews yellow gingham aprons,M03,mother sos yellow gingham aprons,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0304.wav,down,M05,down ye,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0289.wav,right,M05,u,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0093.wav,but he always answers banana oil,M04,but he all we depended the been than that ore,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0126.wav,he dresses himself in an ancient black frock coat,F01,he ingratiated himself in drinking what brought ho,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0093.wav,no,M05,o no,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0021.wav,boot,F04,but,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0101.wav,grandfather likes to be modern in his language,M05,gra fale liked to be marden in his that language,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0166.wav,witch,M04,with,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0072.wav,dug,M03,drug,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0034.wav,feet,F01,v,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0311.wav,yes,M05,yes,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0082.wav,yes,M02,yees,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0167.wav,pad,M02,pan,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0140.wav,hate,M02,hait s,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0009.wav,ship,M03,ship,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0145.wav,three,M04,tree,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0081.wav,born,M04,borla,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0003.wav,slay,F04,lay,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0169.wav,lima,F04,o ima,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0087.wav,lip,M02,that thar,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0143.wav,november,M02,no berber,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0143.wav,pitting,M05,pit tien,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0009.wav,pat,M02,pat,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0148.wav,shout,M02,shout h,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0180.wav,steer,M02,steve,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0065.wav,write,F04,write,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0223.wav,november,M05,noble ramble,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0391.wav,one,M05,van,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0044.wav,store,M05,still wood,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0110.wav,tile,M05,ha,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0091.wav,sleep,M02,let,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0095.wav,and,M02,n,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0224.wav,sheet,F04,a sheet,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0179.wav,this is a period of transition for me,M05,this as a being of tradition for me,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0194.wav,it was a good win for us,M02,you bought me cordouan para,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0079.wav,air,F01,eh,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0132.wav,boot,M04,good,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0086.wav,pat,M05,pat,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0149.wav,hear,M03,here,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0223.wav,rocks,M04,to,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0388.wav,only lawyers love millionaires,M03,only lawyers love millionaires,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0038.wav,feet,M02,peel,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0320.wav,we bought a brown chair,M05,he brought a brown hare,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0127.wav,both figures would go higher in later years,M02,both figures will go him and later i,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0321.wav,beg that guard for one gallon of gas,M05,bet you that good for one gain or das,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0105.wav,corn,M04,clay,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0199.wav,mother sews yellow gingham aprons,M03,mother so's yellow gingham aprons,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0035.wav,down,M05,down a,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0262.wav,leak,M05,le,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0212.wav,urgent,M04,forgetting,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0183.wav,hat,M05,and,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0203.wav,fat,M02,,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0026.wav,sheet,M03,shet,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0132.wav,shoot,M05,hu,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0123.wav,rain,M05,an,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0090.wav,zero,F04,dire,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0051.wav,rage,F01,lake,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0208.wav,nothing has been done yet to take advantage of the enabling legislation,M02,a thing had been let out to take evenly drug and everything a let de slave,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0042.wav,mother sews yellow gingham aprons,M05,my day so is yellow great,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0110.wav,for,M02,four h,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0060.wav,form,F01,boum,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0094.wav,pat,M02,poet,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0035.wav,down,M05,down t,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0157.wav,boot,M02,brook,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0037.wav,rake,F01,rak,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0268.wav,pit,M05,pet,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0066.wav,right,M05,wait,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0157.wav,boot,M02,brooke,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0180.wav,steer,M02,ste,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0281.wav,aluminum silverware can often be flimsy,M04,hot linum fever aware cannot then b b plenty,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0035.wav,much,M05,mit,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0273.wav,forward,M04,po,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0053.wav,area,M05,aye,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0160.wav,darn,M05,donde,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0085.wav,two,M05,tho,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0128.wav,ship,M05,shit ship,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0095.wav,glow,F01,glo,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0227.wav,much,M02,mont,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0165.wav,peer,M04,ber,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0070.wav,feet,M04,det,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0088.wav,left,F01,le,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0170.wav,spain,M02,pan,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0418.wav,left,M03,laugh,0
