audio_path,references,speaker,predictions
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0233.wav,dart,M01,dart
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0233.wav,dart,M01,dort
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0233.wav,dart,M01,dat
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0233.wav,dart,M01,dot
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0234.wav,leak,M01,e
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0234.wav,leak,M01,he
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0234.wav,leak,M01,eh
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0234.wav,leak,M01,ek
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0234.wav,leak,M01,
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0235.wav,the museum hires musicians every evening,M01,them be im i me ye didn't every me
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0235.wav,the museum hires musicians every evening,M01,them be um i me ye didn't every me
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0235.wav,the museum hires musicians every evening,M01,them be m i me ye didn't every me
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0235.wav,the museum hires musicians every evening,M01,them bum i me ye didn't every me
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0235.wav,the museum hires musicians every evening,M01,them be em i me ye didn't every me
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0236.wav,part,M01,for it
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0236.wav,part,M01,for t
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0236.wav,part,M01,fort
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0236.wav,part,M01,for
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0236.wav,part,M01,for at
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0237.wav,nine,M01,ay
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0237.wav,nine,M01,a
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0237.wav,nine,M01,
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0237.wav,nine,M01,y
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0237.wav,nine,M01,aye
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0238.wav,spark,M01,pork
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0238.wav,spark,M01,spark
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0238.wav,spark,M01,park
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0238.wav,spark,M01,si park
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0238.wav,spark,M01,i bark
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0239.wav,alfalfa is healthy for you,M01,a va va he's o ye for you
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0239.wav,alfalfa is healthy for you,M01,a va va he'd o ye for you
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0239.wav,alfalfa is healthy for you,M01,a va va he's o ye vor you
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0239.wav,alfalfa is healthy for you,M01,a va va he's aye for you
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0239.wav,alfalfa is healthy for you,M01,a va va he'd o ye vor you
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0240.wav,the job provides many benefits,M01,the job provide many been eve
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0240.wav,the job provides many benefits,M01,the job provide money been eve
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0240.wav,the job provides many benefits,M01,the job provide many ben eve
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0240.wav,the job provides many benefits,M01,the job provided many been eve
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0240.wav,the job provides many benefits,M01,the job provide many been evy
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0241.wav,kilo,M01,quo
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0241.wav,kilo,M01,que
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0241.wav,kilo,M01,cura
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0241.wav,kilo,M01,cela
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0241.wav,kilo,M01,qua
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0242.wav,i have had my bell rung,M01,i have varied may be run
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0242.wav,i have had my bell rung,M01,i have varied may be we run
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0242.wav,i have had my bell rung,M01,i have varied may be wrong
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0242.wav,i have had my bell rung,M01,i have varied may be rung
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0242.wav,i have had my bell rung,M01,i have varied may be erring
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0243.wav,bitten,M01,bid on
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0243.wav,bitten,M01,bid an
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0243.wav,bitten,M01,bien
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0243.wav,bitten,M01,bid ten
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0243.wav,bitten,M01,bid en
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0244.wav,leak,M01,the
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0244.wav,leak,M01,de
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0244.wav,leak,M01,eh
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0244.wav,leak,M01,e
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0244.wav,leak,M01,a
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0245.wav,thought,M01,vera de
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0245.wav,thought,M01,verba
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0245.wav,thought,M01,verde
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0245.wav,thought,M01,berthe
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0245.wav,thought,M01,dede
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0246.wav,thought,M01,like
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0246.wav,thought,M01,lake
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0246.wav,thought,M01,ike
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0246.wav,thought,M01,take
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0246.wav,thought,M01,nike
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0247.wav,hum,M01,am
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0247.wav,hum,M01,m
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0247.wav,hum,M01,ah
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0247.wav,hum,M01,ahm
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0247.wav,hum,M01,a m
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0248.wav,spit,M01,it
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0248.wav,spit,M01,fit
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0248.wav,spit,M01,et
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0248.wav,spit,M01,fi
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0248.wav,spit,M01,fet
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0249.wav,the books are very expensive,M01,the rebuke i bury a cepente
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0249.wav,the books are very expensive,M01,the hobo i bury a cepente
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0249.wav,the books are very expensive,M01,the he book i bury a cepente
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0249.wav,the books are very expensive,M01,the rebuke i bury a kepente
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0249.wav,the books are very expensive,M01,the rebuke i bury a cipante
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0250.wav,side,M01,side
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0250.wav,side,M01,side o
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0250.wav,side,M01,side i
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0250.wav,side,M01,side h
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0250.wav,side,M01,side y
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0251.wav,brawn,M01,broad
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0251.wav,brawn,M01,brad
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0251.wav,brawn,M01,bro
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0251.wav,brawn,M01,brod
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0251.wav,brawn,M01,bras
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0252.wav,lima,M01,i'm
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0252.wav,lima,M01,im
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0252.wav,lima,M01,i m
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0252.wav,lima,M01,i
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0252.wav,lima,M01,i am
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0253.wav,pitting,M01,pete
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0253.wav,pitting,M01,peden
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0253.wav,pitting,M01,piton
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0253.wav,pitting,M01,penton
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0253.wav,pitting,M01,paton
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0254.wav,students watched as he got out,M01,dot in what had the kid o
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0254.wav,students watched as he got out,M01,dot in what had the kid oak
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0254.wav,students watched as he got out,M01,dot in what at the kid o
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0254.wav,students watched as he got out,M01,dot in what at the kid oak
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0254.wav,students watched as he got out,M01,dot in what at the kid
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0255.wav,a roll of wire lay near the wall,M01,a row a bier the mer de la
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0255.wav,a roll of wire lay near the wall,M01,a row a bier the mer de bal
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0255.wav,a roll of wire lay near the wall,M01,a row a bier the mer de b
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0255.wav,a roll of wire lay near the wall,M01,a row a bier the mer de wa
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0255.wav,a roll of wire lay near the wall,M01,a row a bier the mere dewa
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0256.wav,no,M01,no
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0256.wav,no,M01,o
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0257.wav,start,M01,dar
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0257.wav,start,M01,dark
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0257.wav,start,M01,da
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0257.wav,start,M01,dan
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0257.wav,start,M01,don
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0258.wav,park,M01,pork
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0258.wav,park,M01,por
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0258.wav,park,M01,poor
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0258.wav,park,M01,porc
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0258.wav,park,M01,bork
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0259.wav,harp,M01,i
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0259.wav,harp,M01,i o
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0260.wav,sitting,M01,hid in
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0260.wav,sitting,M01,he in
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0260.wav,sitting,M01,hidin
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0260.wav,sitting,M01,hedin
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0260.wav,sitting,M01,hidden
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0261.wav,dark,M01,dark
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0262.wav,carl lives in a lively home,M01,care in nezavili or
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0262.wav,carl lives in a lively home,M01,carry in nezavili or
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0262.wav,carl lives in a lively home,M01,carry in nesavili or
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0262.wav,carl lives in a lively home,M01,care in nesavili or
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0262.wav,carl lives in a lively home,M01,cary in nezavili or
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0263.wav,city,M01,yea de
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0263.wav,city,M01,ye de
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0263.wav,city,M01,yea be
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0263.wav,city,M01,ye d
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0263.wav,city,M01,yea d
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0264.wav,witch,M01,which
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0264.wav,witch,M01,with
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0264.wav,witch,M01,whit
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0264.wav,witch,M01,white
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0264.wav,witch,M01,wich
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0265.wav,him,M01,m
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0265.wav,him,M01,em
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0265.wav,him,M01,am
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0266.wav,knitting,M01,need be
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0266.wav,knitting,M01,nee ee
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0266.wav,knitting,M01,need he
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0266.wav,knitting,M01,need te
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0266.wav,knitting,M01,need the
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0267.wav,vat,M01,bad
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0267.wav,vat,M01,bag
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0267.wav,vat,M01,beg
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0267.wav,vat,M01,dag
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0267.wav,vat,M01,ba
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0268.wav,it was a good win for us,M01,i was a good doing vor
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0268.wav,it was a good win for us,M01,i do a good doing vor
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0268.wav,it was a good win for us,M01,i was a good doing vore
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0268.wav,it was a good win for us,M01,i was a good in vor
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0268.wav,it was a good win for us,M01,i was a good doing avore
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0269.wav,spain,M01,tam
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0269.wav,spain,M01,pan
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0269.wav,spain,M01,then
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0269.wav,spain,M01,them
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0269.wav,spain,M01,tan
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0270.wav,sell,M01,see how
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0271.wav,he wrapped the package hastily,M01,here the begged a de
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0271.wav,he wrapped the package hastily,M01,here the bagged a de
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0271.wav,he wrapped the package hastily,M01,here the begged de
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0271.wav,he wrapped the package hastily,M01,hera the begged a de
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0271.wav,he wrapped the package hastily,M01,here the begged a d
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0272.wav,hitting,M01,you do
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0272.wav,hitting,M01,you did
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0272.wav,hitting,M01,you de
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0272.wav,hitting,M01,i do
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0272.wav,hitting,M01,ye do
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0273.wav,witty,M01,widdy
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0273.wav,witty,M01,waddy
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0273.wav,witty,M01,wide
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0273.wav,witty,M01,weedy
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0273.wav,witty,M01,wady
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0274.wav,witty,M01,he be
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0274.wav,witty,M01,who he be
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0274.wav,witty,M01,who i be
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0274.wav,witty,M01,i be
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0274.wav,witty,M01,we be
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0275.wav,swing your arm as high as you can,M01,swing your arm as i had to king
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0275.wav,swing your arm as high as you can,M01,swing your arm as i had de king
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0275.wav,swing your arm as high as you can,M01,swing your arm as i i do king
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0275.wav,swing your arm as high as you can,M01,swing your arm as i had do king
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0275.wav,swing your arm as high as you can,M01,swing your arm as i hed do king
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0276.wav,mush,M01,mike
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0276.wav,mush,M01,mit
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0276.wav,mush,M01,mite
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0276.wav,mush,M01,might
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M01/Session2_3/wav_headMic/0276.wav,mush,M01,mi
